Season,team,count,score,diff,Numot,fgm,fga,fgm3,ftm,fta,or2,dr,ast,to2,stl,blk,pf
2007,1146,20,22920,-192,3,442,1111,96,259,364,242,469,211,306,97,104,414
2007,1147,21,24087,-291,0,474,1161,113,287,418,224,393,253,317,164,36,457
2007,1148,11,12628,-122,0,234,617,62,112,162,137,218,136,168,74,38,193
2007,1149,22,25278,-343,1,493,1234,141,220,345,247,491,274,353,132,41,385
2007,1150,16,18400,-223,0,342,949,133,188,283,207,333,180,202,93,32,332
2007,1151,18,20718,-221,1,384,979,143,202,334,212,419,219,318,86,34,330
2007,1152,20,23040,-263,0,474,1177,116,240,336,251,362,213,279,159,52,407
2007,1153,19,21907,-225,0,429,1094,128,170,268,242,331,215,242,145,24,376
2007,1154,23,26542,-393,0,446,1148,133,207,335,228,411,243,350,149,18,412
2007,1155,10,11550,-77,0,257,593,57,79,141,123,185,131,152,83,58,182
2007,1156,21,24276,-274,4,453,1178,126,218,317,256,387,228,291,151,70,415
2007,1157,15,17355,-160,1,375,876,87,148,232,179,279,195,222,125,32,298
2007,1158,11,12738,-113,1,255,630,80,112,162,113,260,145,183,60,43,210
2007,1159,19,22021,-224,3,341,922,93,218,323,195,373,165,290,107,40,346
2007,1160,20,23200,-347,0,479,1164,108,243,389,254,463,254,368,129,86,421
2007,1161,13,15093,-123,2,315,702,61,185,256,149,288,144,225,85,49,284
2007,1162,12,13944,-175,0,228,592,70,113,176,121,227,119,198,74,17,276
2007,1163,14,16282,-138,0,306,833,62,195,333,236,313,153,210,108,86,276
2007,1164,20,23280,-386,1,413,1101,103,233,368,220,371,171,274,121,45,388
2007,1165,12,13980,-99,1,275,613,88,134,184,102,242,154,177,61,32,220
2007,1166,10,11660,-76,0,195,512,49,139,188,106,201,98,121,59,16,190
2007,1168,10,11680,-127,0,270,649,59,142,207,129,240,137,173,55,19,212
2007,1169,17,19873,-192,2,411,1024,86,223,322,245,398,212,304,118,38,421
2007,1170,19,22230,-350,0,480,1249,104,234,400,288,333,210,274,176,45,428
2007,1171,18,21078,-288,0,397,989,75,157,225,172,330,192,231,114,64,371
2007,1172,4,4688,-51,0,98,251,28,40,46,57,88,51,75,29,11,92
2007,1173,12,14076,-160,0,279,669,76,116,181,142,230,145,176,58,23,257
2007,1174,26,30524,-338,0,520,1342,143,335,468,237,513,256,344,144,62,490
2007,1175,12,14100,-168,0,210,558,70,116,154,127,168,117,151,68,35,194
2007,1176,25,29400,-368,0,526,1357,176,312,431,242,551,289,373,115,32,425
2007,1177,13,15301,-139,1,291,708,62,110,172,152,286,140,164,57,52,243
2007,1178,19,22382,-211,1,425,1011,109,176,284,210,393,220,246,99,46,355
2007,1179,15,17685,-171,1,346,834,94,255,352,200,295,207,208,102,44,286
2007,1180,8,9440,-93,2,163,441,38,99,146,91,154,93,114,72,33,159
2007,1181,10,11810,-72,3,255,585,61,116,165,116,215,103,159,52,42,192
2007,1182,19,22458,-237,1,489,1173,144,244,344,259,346,280,290,125,64,352
2007,1183,20,23660,-245,1,405,1069,89,225,321,228,441,216,274,102,34,377
2007,1184,11,13024,-137,0,243,568,80,76,126,100,184,139,164,82,26,160
2007,1185,19,22515,-257,0,413,1019,128,202,294,215,383,211,346,129,30,392
2007,1186,14,16604,-152,0,391,838,90,245,344,147,288,209,218,91,32,297
2007,1187,24,28488,-339,1,473,1250,144,236,421,246,533,263,335,145,52,452
2007,1189,23,27347,-309,1,496,1260,136,222,330,250,500,239,333,135,58,457
2007,1190,9,10710,-138,1,211,492,45,118,168,92,197,127,174,89,20,195
2007,1191,17,20247,-164,1,384,887,129,248,336,151,369,206,226,74,47,368
2007,1192,16,19072,-147,0,401,1004,90,191,278,222,348,187,226,102,49,288
2007,1193,19,22667,-161,3,399,999,93,234,343,281,353,226,301,108,50,388
2007,1194,15,17910,-264,1,355,821,99,225,323,148,304,188,256,95,24,328
2007,1196,5,5980,-39,1,123,263,33,69,101,59,93,51,90,34,14,100
2007,1197,13,15561,-211,1,291,715,76,171,261,162,284,171,246,83,25,244
2007,1198,17,20366,-235,1,386,932,108,188,299,174,356,195,278,98,39,320
2007,1199,12,14388,-132,0,268,659,76,171,223,136,237,133,174,85,37,237
2007,1200,12,14400,-128,0,240,623,66,150,221,118,244,134,190,81,42,246
2007,1201,9,10809,-94,0,189,532,70,107,185,105,234,99,119,50,46,142
2007,1202,16,19232,-175,4,364,898,125,165,217,175,325,210,230,95,37,312
2007,1203,8,9624,-109,0,193,479,49,69,101,101,133,99,102,53,24,183
2007,1204,16,19264,-189,1,379,894,82,171,298,185,359,187,283,99,44,343
2007,1205,21,25305,-379,0,466,1172,161,177,268,214,407,267,362,143,49,411
2007,1206,15,18090,-132,1,336,783,69,122,193,149,317,184,191,79,36,243
2007,1207,6,7242,-52,0,127,286,26,63,94,61,117,69,99,32,31,107
2007,1208,13,15704,-134,0,295,760,81,140,201,181,273,136,208,99,46,264
2007,1209,20,24180,-327,0,426,1017,118,242,371,224,398,222,340,96,61,342
2007,1210,11,13310,-99,2,308,663,59,127,193,155,214,124,187,89,33,260
2007,1211,10,12110,-90,1,250,550,65,157,207,100,233,127,157,49,36,227
2007,1212,14,16968,-252,1,279,782,70,154,226,171,311,123,250,67,45,267
2007,1214,16,19424,-162,3,345,894,105,230,351,224,334,163,352,149,55,404
2007,1216,18,21888,-190,0,405,1006,122,182,274,186,338,196,226,144,22,377
2007,1217,16,19472,-216,3,392,926,71,241,322,195,317,171,269,106,42,280
2007,1218,13,15834,-80,1,317,771,66,144,199,173,288,208,212,76,55,255
2007,1219,10,12190,-120,0,252,609,78,73,118,133,206,131,152,50,28,202
2007,1220,9,10980,-73,2,233,534,69,135,216,108,183,98,107,56,19,213
2007,1221,8,9768,-67,0,157,411,39,93,127,90,135,86,126,73,26,165
2007,1222,15,18330,-151,1,361,963,138,161,228,186,320,152,178,118,44,307
2007,1224,22,26928,-263,2,440,1115,161,264,416,224,426,250,353,112,45,392
2007,1225,27,33075,-415,1,574,1488,195,292,437,246,586,268,405,127,84,514
2007,1226,17,20842,-179,6,368,934,133,192,276,192,362,168,234,110,48,306
2007,1227,18,22086,-189,1,420,1073,127,206,318,242,399,204,216,110,79,321
2007,1228,11,13508,-105,0,219,583,59,128,193,135,227,124,158,63,26,226
2007,1229,16,19664,-161,0,356,836,118,131,223,153,318,212,241,100,48,328
2007,1231,10,12310,-62,1,199,518,61,121,165,105,206,102,134,63,31,238
2007,1232,18,22176,-232,1,340,906,109,213,306,170,359,177,239,89,22,348
2007,1233,28,34524,-352,3,604,1489,106,323,569,371,606,294,507,171,134,573
2007,1234,14,17276,-172,0,313,765,77,141,205,155,260,165,198,85,33,267
2007,1235,16,19760,-213,1,341,904,108,160,233,191,373,170,250,59,52,294
2007,1236,17,21012,-273,0,358,886,117,166,257,147,340,231,268,106,50,364
2007,1237,15,18555,-174,0,316,830,108,198,247,185,267,145,187,80,29,276
2007,1238,13,16094,-199,1,301,791,58,204,283,167,278,154,221,108,43,281
2007,1239,14,17346,-211,1,343,834,87,167,245,177,285,181,239,109,38,295
2007,1240,20,24800,-192,1,472,1128,114,219,335,237,433,271,298,144,57,413
2007,1241,23,28543,-303,2,507,1194,132,274,418,241,409,253,309,138,45,480
2007,1242,4,4968,-22,0,102,237,18,36,60,57,86,53,63,26,25,76
2007,1243,11,13673,-146,0,240,629,69,145,216,141,215,142,154,61,30,232
2007,1244,18,22392,-219,5,412,1145,110,229,355,313,330,217,260,167,60,364
2007,1245,11,13695,-94,3,266,642,61,114,181,147,228,132,159,67,34,239
2007,1246,11,13706,-83,2,273,607,62,148,211,123,251,157,177,65,42,213
2007,1247,20,24940,-215,0,502,1145,114,248,371,277,403,271,314,119,30,382
2007,1248,21,26208,-347,0,415,1028,160,283,394,159,382,257,372,139,54,444
2007,1249,17,21233,-234,1,391,984,129,231,371,224,416,252,299,87,45,340
2007,1250,19,23750,-178,2,405,994,97,232,328,213,392,206,296,114,55,412
2007,1251,17,21267,-199,0,433,1009,78,177,257,175,384,192,252,102,47,360
2007,1252,13,16276,-113,1,286,736,96,168,236,155,263,146,146,66,25,284
2007,1253,7,8771,-100,0,175,462,54,77,129,102,157,80,121,51,15,156
2007,1254,19,23826,-230,5,420,1107,129,263,398,242,421,187,270,101,34,384
2007,1255,22,27610,-364,1,472,1251,107,276,401,253,477,276,387,163,84,408
2007,1256,20,25120,-264,0,446,1186,105,176,284,265,415,214,294,129,56,398
2007,1257,9,11313,-70,0,196,527,57,101,153,132,198,104,104,47,36,187
2007,1258,18,22644,-268,1,394,1081,91,204,293,238,397,226,315,113,29,344
2007,1259,13,16367,-93,0,285,692,83,182,249,152,257,153,184,79,35,295
2007,1260,11,13860,-95,2,250,628,49,154,210,162,240,110,162,44,33,183
2007,1261,15,18915,-124,1,361,874,74,150,219,195,334,194,212,100,69,253
2007,1263,18,22734,-209,0,400,1040,112,187,276,204,392,200,229,139,50,342
2007,1264,17,21488,-163,1,392,985,70,214,304,224,369,172,254,130,53,343
2007,1265,8,10120,-71,0,195,483,69,94,144,99,175,109,110,40,16,180
2007,1266,9,11394,-82,0,209,554,46,115,172,146,180,107,134,69,31,206
2007,1267,19,24073,-197,1,436,1126,119,261,384,285,406,233,293,124,76,394
2007,1268,8,10144,-64,1,196,493,45,118,186,105,170,98,125,58,49,175
2007,1269,8,10152,-64,1,219,506,55,96,146,126,170,109,121,42,44,179
2007,1270,17,21590,-262,2,374,986,57,192,299,246,363,164,285,109,65,337
2007,1271,27,34317,-456,0,560,1502,148,323,519,341,506,242,441,176,49,515
2007,1272,3,3816,-33,0,76,198,23,39,65,43,71,41,40,20,11,79
2007,1273,17,21641,-282,1,390,970,87,239,329,183,408,176,302,92,60,279
2007,1274,20,25480,-240,3,489,1190,123,229,318,261,366,220,244,113,42,408
2007,1275,14,17850,-120,0,267,651,60,125,192,125,280,151,210,69,57,238
2007,1276,12,15312,-163,0,241,603,42,155,204,136,242,128,184,55,52,210
2007,1277,11,14047,-101,0,227,547,37,107,160,121,231,135,169,47,47,227
2007,1278,22,28116,-261,2,471,1158,121,212,304,193,481,251,319,104,78,391
2007,1279,12,15348,-136,0,301,773,79,80,127,161,249,147,138,79,32,219
2007,1280,13,16640,-88,0,317,767,95,163,241,159,293,173,168,84,70,245
2007,1281,12,15372,-113,1,309,723,87,164,236,124,242,154,173,110,24,288
2007,1282,19,24358,-253,2,429,1133,142,214,282,234,341,189,210,118,38,358
2007,1283,10,12830,-80,1,211,537,55,127,194,122,189,120,132,84,32,207
2007,1284,18,23112,-197,0,414,920,111,186,281,164,363,225,295,103,66,335
2007,1285,15,19275,-134,0,374,848,109,140,227,174,285,210,196,79,44,301
2007,1286,19,24434,-281,2,430,1066,130,210,327,233,405,253,316,91,50,429
2007,1287,18,23166,-161,0,389,974,102,188,277,232,345,239,264,93,28,332
2007,1288,18,23184,-208,2,430,1024,87,221,345,234,361,199,303,110,59,392
2007,1290,15,19350,-218,1,296,782,61,187,297,186,316,134,256,79,49,279
2007,1291,20,25820,-205,1,455,1120,101,172,257,233,373,221,304,153,50,408
2007,1292,17,21964,-189,2,378,880,79,159,240,149,360,203,249,72,47,345
2007,1293,13,16809,-132,2,298,710,64,134,197,149,255,161,198,82,38,291
2007,1294,23,29762,-277,0,514,1265,143,309,458,281,513,291,407,124,53,548
2007,1295,8,10360,-48,0,208,473,50,78,114,103,167,102,119,53,25,162
2007,1296,23,29808,-223,0,543,1201,113,253,359,245,511,309,425,111,74,421
2007,1298,16,20768,-227,0,295,803,127,130,179,120,318,178,246,105,20,346
2007,1299,17,22083,-157,1,366,943,123,257,379,189,340,194,274,130,21,309
2007,1301,15,19515,-208,0,349,788,89,184,248,128,315,196,240,70,53,255
2007,1304,14,18256,-179,0,279,716,116,128,199,122,268,178,192,76,23,291
2007,1305,4,5220,-20,1,100,231,27,49,70,59,97,47,69,22,14,73
2007,1306,19,24814,-256,4,371,988,131,146,226,159,387,182,230,63,33,342
2007,1307,17,22219,-182,4,421,980,145,152,245,166,319,212,205,86,33,310
2007,1308,8,10464,-46,1,199,460,54,106,182,101,189,118,138,58,28,187
2007,1309,17,22253,-171,0,405,950,114,240,341,169,364,177,228,100,55,352
2007,1310,11,14410,-128,2,263,703,73,139,201,176,227,131,143,65,17,216
2007,1311,22,28842,-350,1,516,1270,194,279,362,202,473,324,369,138,57,409
2007,1312,24,31488,-415,1,466,1174,123,279,430,210,492,246,438,145,71,509
2007,1313,19,24947,-347,2,437,1015,95,226,356,235,387,185,353,107,52,381
2007,1314,6,7884,-28,1,173,392,31,108,171,88,133,90,75,46,21,132
2007,1316,26,34216,-413,2,495,1302,107,274,461,258,573,282,450,165,72,463
2007,1317,10,13170,-71,3,266,642,70,114,180,160,226,106,151,56,37,196
2007,1318,19,25042,-288,0,384,1014,144,165,247,171,370,230,269,84,66,296
2007,1319,12,15828,-175,0,322,705,83,148,208,140,247,197,203,53,23,274
2007,1320,13,17160,-104,1,278,674,73,123,181,121,288,162,171,54,35,233
2007,1321,18,23778,-212,0,360,896,112,121,177,125,284,250,190,145,45,286
2007,1322,15,19830,-140,1,377,889,96,274,390,199,304,220,268,124,60,351
2007,1323,7,9261,-47,0,168,428,64,83,116,103,138,96,87,56,17,119
2007,1324,14,18536,-166,2,301,761,74,199,266,191,258,140,213,86,17,251
2007,1325,13,17225,-136,2,288,726,73,194,273,153,260,139,184,110,29,233
2007,1326,3,3978,-38,0,80,188,32,26,42,32,58,42,43,20,15,58
2007,1328,15,19920,-143,0,314,830,82,176,238,193,299,171,223,85,54,321
2007,1329,12,15948,-152,0,268,644,73,151,220,129,264,138,198,58,35,238
2007,1330,8,10640,-80,0,186,491,62,88,130,101,160,98,94,55,13,174
2007,1331,10,13310,-74,2,224,545,53,144,206,114,229,114,167,61,35,205
2007,1332,7,9324,-53,0,179,434,65,65,83,85,140,84,77,38,9,129
2007,1333,21,27993,-339,1,473,1192,109,170,316,232,413,224,285,142,60,383
2007,1334,19,25346,-214,5,435,1030,138,229,350,195,398,265,293,105,40,338
2007,1335,8,10680,-114,0,209,448,52,96,158,87,167,139,141,56,22,169
2007,1336,19,25384,-223,0,411,976,117,200,297,213,358,251,268,101,27,327
2007,1337,22,29414,-245,2,579,1400,205,274,390,258,381,294,335,200,82,450
2007,1338,7,9366,-71,3,155,409,37,110,169,110,140,95,90,34,24,160
2007,1339,23,30797,-347,0,475,1220,95,292,396,272,512,245,380,81,36,428
2007,1340,13,17420,-186,0,331,819,78,191,298,170,292,174,208,82,59,299
2007,1341,22,29502,-400,1,462,1271,111,239,436,285,440,221,392,201,38,500
2007,1343,17,22831,-183,0,285,732,109,107,165,130,249,171,209,95,33,317
2007,1344,12,16128,-129,0,292,668,62,146,218,150,256,164,216,78,48,226
2007,1345,11,14795,-149,0,239,598,54,127,187,133,205,122,162,64,30,244
2007,1346,15,20190,-125,0,364,870,96,198,309,180,336,200,245,119,41,363
2007,1347,22,29634,-276,1,520,1207,95,304,466,266,462,216,404,188,74,438
2007,1348,14,18872,-179,1,329,826,96,239,323,205,287,148,218,73,43,269
2007,1349,16,21584,-210,1,361,876,84,207,295,163,331,190,229,109,39,337
2007,1350,22,29700,-285,1,459,1072,132,207,319,138,378,262,294,140,45,478
2007,1351,15,20265,-229,0,339,859,95,206,283,152,330,188,195,75,38,298
2007,1352,11,14872,-90,2,296,659,77,122,162,134,242,164,170,73,26,243
2007,1353,19,25707,-290,1,369,1035,86,236,343,239,387,143,239,76,64,361
2007,1354,17,23018,-167,3,386,916,96,192,298,205,348,153,294,97,44,381
2007,1355,24,32520,-377,0,508,1265,119,278,428,260,483,261,402,134,32,455
2007,1356,6,8136,-38,1,114,268,38,70,108,48,113,62,99,34,12,141
2007,1357,14,18998,-162,1,374,860,111,147,238,157,276,205,210,127,41,279
2007,1358,10,13580,-114,2,234,629,74,147,237,136,236,171,151,57,29,222
2007,1359,16,21744,-188,0,295,749,124,140,198,114,269,182,163,79,24,256
2007,1360,14,19040,-128,2,332,822,89,221,318,183,269,174,214,100,28,307
2007,1361,10,13610,-97,0,232,563,51,98,160,96,221,114,153,71,30,178
2007,1362,18,24516,-176,3,443,1060,121,253,374,199,396,202,275,132,46,371
2007,1363,25,34075,-315,0,564,1468,136,267,440,321,579,286,385,144,73,453
2007,1364,11,15004,-108,0,257,607,69,140,200,115,253,126,154,70,25,189
2007,1365,10,13650,-132,1,235,577,58,105,157,117,228,135,153,46,29,194
2007,1366,18,24588,-328,0,352,901,80,173,255,182,341,174,331,125,35,405
2007,1368,14,19152,-160,0,341,836,90,141,194,160,260,174,181,86,39,258
2007,1369,20,27380,-304,0,433,1129,138,280,456,265,391,200,347,154,72,392
2007,1371,16,21936,-165,3,388,999,97,221,297,185,331,177,202,146,34,349
2007,1372,14,19208,-115,0,279,692,70,173,243,130,284,164,228,101,26,278
2007,1373,12,16476,-98,3,331,743,66,165,230,119,271,161,165,94,35,232
2007,1374,17,23358,-183,0,326,847,113,222,312,184,339,185,259,85,53,302
2007,1375,11,15125,-119,2,256,645,82,108,175,117,218,141,143,71,28,214
2007,1376,16,22016,-256,1,356,919,121,132,203,177,292,171,176,71,59,254
2007,1378,18,24804,-250,0,386,902,72,234,376,206,400,232,314,101,76,312
2007,1379,11,15169,-100,0,227,595,42,175,268,157,234,101,170,70,37,243
2007,1380,21,28980,-342,0,409,1099,112,247,389,251,426,192,416,167,66,396
2007,1381,14,19334,-146,1,321,745,76,136,212,137,276,161,200,72,46,251
2007,1382,22,30404,-351,0,503,1259,140,295,456,276,436,273,318,121,61,409
2007,1383,22,30426,-251,3,484,1243,87,253,434,326,479,207,400,152,55,473
2007,1384,21,29064,-261,0,448,1080,134,321,448,243,438,255,361,101,58,397
2007,1385,15,20775,-225,0,315,822,93,159,212,164,292,194,228,84,47,258
2007,1386,14,19404,-116,1,307,739,66,183,269,181,281,164,214,89,54,276
2007,1387,13,18031,-156,2,275,649,64,138,194,111,309,148,192,48,39,240
2007,1388,15,20820,-128,1,321,862,63,222,325,212,331,148,209,87,75,290
2007,1389,25,34725,-259,0,539,1347,160,229,346,267,540,281,412,175,87,454
2007,1390,12,16680,-131,4,274,701,67,141,210,177,283,152,181,47,73,245
2007,1391,20,27820,-300,2,445,1122,120,252,345,248,360,203,317,142,47,419
2007,1392,20,27840,-237,0,418,1091,91,227,341,272,394,169,306,141,34,432
2007,1393,10,13930,-57,0,257,631,59,141,208,152,252,114,153,76,64,195
2007,1394,6,8364,-80,0,149,342,30,91,130,76,166,92,116,33,12,126
2007,1395,17,23715,-242,0,356,914,94,198,324,195,333,202,289,109,51,344
2007,1396,18,25128,-169,0,435,1025,126,240,350,180,354,231,231,138,45,383
2007,1397,10,13970,-107,1,250,632,88,105,184,127,205,119,138,81,27,198
2007,1398,20,27960,-267,2,446,1186,141,245,357,278,410,219,278,123,53,439
2007,1399,13,18187,-111,2,317,753,87,186,307,176,286,153,190,71,37,290
2007,1400,9,12600,-54,5,247,601,85,160,211,120,231,116,108,49,64,187
2007,1401,6,8406,-22,2,150,322,31,78,114,69,122,74,90,34,16,127
2007,1402,20,28040,-320,2,485,1253,178,313,455,298,362,265,380,162,50,515
2007,1403,12,16836,-144,2,263,678,69,154,205,127,241,138,141,88,17,213
2007,1404,23,32292,-283,0,476,1204,112,331,488,262,493,276,390,151,30,448
2007,1405,12,16860,-118,1,307,698,87,97,143,116,241,150,187,96,23,265
2007,1406,17,23902,-196,4,383,944,88,215,303,181,363,218,224,97,59,324
2007,1407,17,23919,-160,2,426,1077,155,176,253,210,381,199,225,127,65,297
2007,1408,13,18304,-163,1,286,719,51,160,248,141,341,163,212,83,69,271
2007,1409,11,15499,-87,0,218,600,68,128,206,158,271,115,192,56,57,241
2007,1410,15,21150,-192,0,323,751,108,194,273,148,281,196,232,86,29,323
2007,1411,17,23987,-283,0,354,977,54,230,362,244,440,176,324,99,47,372
2007,1412,16,22592,-142,1,333,849,75,212,352,189,364,142,226,95,41,285
2007,1413,23,32499,-380,0,520,1271,143,329,471,233,485,281,429,148,66,505
2007,1414,18,25452,-210,0,407,933,122,221,302,162,402,242,293,67,56,353
2007,1415,24,33960,-347,0,536,1405,178,201,299,245,480,284,326,170,35,430
2007,1416,9,12744,-76,3,206,494,58,138,186,105,197,108,143,75,28,203
2007,1417,5,7085,-31,1,117,299,34,51,83,71,97,58,63,39,11,101
2007,1418,21,29778,-232,2,499,1218,101,269,424,287,467,222,317,114,60,427
2007,1419,14,19866,-252,1,307,834,120,153,223,174,280,155,203,73,17,266
2007,1420,19,26980,-254,0,389,1033,89,171,238,209,364,214,241,96,49,339
2007,1421,19,26999,-263,0,443,1104,111,234,345,219,432,246,317,129,73,327
2007,1422,14,19908,-141,3,329,804,97,154,235,173,310,161,246,102,61,273
2007,1423,22,31306,-254,3,494,1248,145,237,343,258,532,304,355,108,37,476
2007,1424,6,8544,-75,1,147,364,32,66,98,84,130,63,78,34,17,110
2007,1425,11,15675,-104,3,257,610,55,127,176,105,243,118,166,61,30,220
2007,1426,16,22816,-224,3,385,910,101,224,334,184,360,212,292,100,38,344
2007,1427,22,31394,-326,1,443,1133,78,285,490,258,430,240,386,158,59,503
2007,1428,19,27132,-201,4,426,940,130,240,330,184,372,237,280,79,44,343
2007,1429,11,15719,-100,1,270,660,62,145,182,140,238,142,160,68,25,218
2007,1430,7,10010,-60,0,153,353,54,66,86,61,136,89,104,39,17,137
2007,1431,17,24327,-142,1,400,1017,105,307,452,238,378,228,278,122,58,432
2007,1433,6,8598,-43,0,139,340,41,72,106,63,124,59,73,35,21,132
2007,1434,15,21510,-183,1,327,750,104,149,210,111,318,170,258,70,33,318
2007,1435,11,15785,-123,1,265,663,89,137,189,115,236,158,143,82,19,208
2007,1436,7,10052,-78,1,140,395,29,99,142,102,175,77,128,37,34,128
2007,1437,10,14370,-70,0,209,543,73,137,188,125,205,111,132,71,31,195
2007,1438,10,14380,-102,0,223,560,67,162,227,119,224,97,139,39,24,230
2007,1439,11,15829,-98,0,268,607,35,122,186,117,201,117,131,77,31,203
2007,1440,19,27360,-193,0,606,1499,240,325,490,303,389,329,324,229,62,463
2007,1441,20,28820,-303,1,469,1219,137,236,349,258,394,229,272,149,28,460
2007,1442,23,33166,-303,7,487,1201,124,319,484,231,499,239,354,144,51,447
2007,1443,11,15873,-85,1,281,638,83,159,215,130,212,134,174,71,32,261
2007,1444,16,23104,-152,3,356,862,114,234,338,190,372,172,290,88,21,335
2007,1445,24,34680,-543,0,476,1370,143,261,421,272,464,242,409,181,41,533
2007,1447,19,27493,-241,2,441,1092,143,224,346,219,419,217,294,116,39,376
2007,1448,16,23168,-241,0,383,933,92,195,314,200,328,189,262,101,40,338
2007,1449,13,18837,-159,3,349,791,75,127,179,182,273,185,197,53,25,268
2007,1450,7,10150,-45,2,156,376,40,62,91,60,145,83,71,45,30,114
2007,1451,11,15961,-138,2,241,519,69,156,252,98,199,141,194,67,18,236
2007,1452,9,13068,-100,3,195,511,81,95,123,82,157,132,99,64,28,170
2007,1453,15,21795,-188,0,308,772,77,204,266,134,300,140,188,62,26,284
2007,1454,22,31988,-272,1,483,1278,156,258,392,273,454,246,289,117,39,498
2007,1455,14,20370,-92,0,310,755,92,172,241,151,296,181,161,67,45,269
2007,1456,15,21840,-168,0,319,781,94,179,249,138,311,177,206,72,20,282
2007,1457,4,5828,-41,1,96,236,40,24,33,43,71,63,57,28,6,77
2007,1458,5,7290,-34,0,107,275,25,43,66,55,107,69,64,26,16,85
2007,1459,20,29180,-228,1,463,1157,199,213,290,181,426,249,253,124,40,366
2007,1460,9,13140,-148,2,191,500,36,105,170,109,172,80,124,57,15,187
2007,1461,15,21915,-181,0,365,830,73,222,320,164,323,149,233,83,49,351
2007,1462,8,11696,-53,0,194,469,56,104,142,114,167,103,102,41,32,152
2007,1463,13,19019,-134,1,288,693,75,178,262,131,273,176,206,94,34,266
2007,1464,17,24888,-242,0,347,923,72,215,311,211,376,168,237,84,51,281
2008,1102,14,15428,-162,0,234,600,85,173,254,78,283,137,183,83,22,250
2008,1103,10,11030,-79,2,210,558,68,156,222,140,179,116,146,74,24,217
2008,1104,16,17664,-128,2,413,972,97,178,285,206,349,222,211,119,65,281
2008,1105,15,16575,-221,0,315,853,86,167,259,190,300,137,248,92,70,284
2008,1106,10,11060,-105,1,249,602,61,91,155,124,224,126,146,67,36,202
2008,1107,15,16605,-136,2,360,870,78,163,227,189,346,168,216,68,24,314
2008,1108,23,25484,-374,0,533,1302,142,308,457,273,471,221,408,148,41,512
2008,1110,11,12210,-114,0,230,558,89,114,164,119,234,124,165,37,29,219
2008,1111,13,14443,-122,0,308,707,85,134,219,126,305,136,200,66,53,245
2008,1112,14,15568,-110,2,317,739,77,184,257,117,273,185,181,79,41,250
2008,1113,12,13356,-158,0,223,576,80,132,181,85,229,135,165,84,28,213
2008,1114,11,12254,-139,0,198,555,57,156,241,144,248,96,208,66,32,256
2008,1115,18,20070,-257,1,363,1013,84,153,267,188,399,174,244,93,72,336
2008,1116,11,12276,-105,0,270,631,50,123,197,138,227,128,170,72,52,231
2008,1117,20,22340,-238,1,489,1115,131,226,316,220,366,231,282,111,37,374
2008,1119,16,17904,-179,0,337,825,73,144,207,123,309,209,239,130,29,346
2008,1120,16,17920,-204,0,380,931,128,182,259,190,292,204,206,119,37,279
2008,1122,10,11220,-107,3,225,549,64,171,244,103,191,124,148,87,14,200
2008,1123,24,26952,-229,2,488,1259,102,236,369,242,490,238,292,143,39,418
2008,1124,10,11240,-71,3,277,651,76,137,180,129,225,98,119,60,51,244
2008,1125,8,9000,-96,2,198,479,80,88,139,91,172,134,139,64,22,168
2008,1126,20,22520,-190,5,393,906,78,257,386,173,359,195,310,131,49,369
2008,1127,16,18032,-180,1,371,931,99,181,259,208,297,189,219,115,34,343
2008,1129,8,9032,-84,0,215,444,62,110,173,62,182,120,126,42,21,150
2008,1130,17,19210,-220,2,410,941,97,224,335,199,381,224,269,85,88,329
2008,1131,17,19227,-209,0,334,900,106,186,280,190,337,188,259,106,32,352
2008,1132,17,19244,-242,2,375,906,77,170,282,199,361,184,292,89,79,328
2008,1133,15,16995,-132,2,356,867,122,221,295,169,313,210,220,99,33,329
2008,1135,9,10215,-115,1,175,457,69,121,172,76,185,111,121,49,15,143
2008,1137,19,21603,-166,0,372,949,117,178,275,194,399,213,319,113,39,382
2008,1138,20,22760,-248,5,499,1296,105,236,357,311,460,253,340,142,53,484
2008,1139,3,3417,-12,0,58,157,19,23,34,36,54,30,35,19,8,48
2008,1140,7,7980,-85,0,153,378,54,63,103,71,168,71,117,25,18,146
2008,1141,16,18256,-186,1,374,954,115,182,272,232,292,150,241,116,33,424
2008,1142,18,20556,-289,0,384,1011,99,180,291,188,395,185,256,109,45,320
2008,1143,15,17145,-141,3,391,872,94,214,261,152,339,204,202,56,28,304
2008,1144,20,22880,-208,1,474,1192,127,287,423,273,441,296,310,135,53,420
2008,1145,25,28625,-428,0,526,1396,179,237,376,319,550,264,422,136,103,500
2008,1146,16,18336,-193,2,325,902,75,248,357,210,356,121,259,103,57,327
2008,1147,21,24087,-323,3,472,1154,132,277,395,191,415,239,320,153,51,454
2008,1148,16,18368,-152,2,367,887,102,176,258,183,322,209,238,84,39,225
2008,1149,20,22980,-302,2,498,1234,188,185,282,230,452,244,297,102,29,390
2008,1150,13,14950,-79,2,276,763,96,182,276,171,263,152,171,105,42,283
2008,1151,13,14963,-171,0,295,728,89,191,297,166,317,150,270,98,21,254
2008,1152,17,19584,-320,1,410,1007,121,178,268,208,339,198,293,112,62,333
2008,1153,18,20754,-198,1,416,1055,117,208,309,251,392,221,255,101,30,391
2008,1154,24,27696,-421,1,519,1328,223,162,244,201,452,265,302,136,26,398
