Season,team,count,score,diff,Numot,fgm,fga,fgm3,ftm,fta,or2,dr,ast,to2,stl,blk,pf
2007,1142,17,1337,199,0,464,959,173,236,345,174,422,255,198,123,58,262
2007,1143,16,1172,203,4,402,879,124,244,315,137,416,227,185,72,36,256
2007,1144,12,1020,145,3,324,696,100,272,363,142,325,211,189,108,48,229
2007,1145,12,873,107,2,308,664,92,165,276,157,288,176,189,91,25,222
2007,1146,6,407,47,0,132,297,45,98,121,55,154,60,94,32,30,111
2007,1147,10,777,88,1,280,554,62,155,199,97,219,161,159,83,26,211
2007,1148,22,1645,240,1,537,1152,190,381,516,258,540,280,301,126,74,339
2007,1149,4,326,36,1,118,222,33,57,80,43,97,61,60,28,6,68
2007,1150,14,1096,173,0,358,787,128,252,345,189,349,188,180,71,31,255
2007,1151,12,852,128,0,284,603,78,206,310,126,307,164,169,68,16,206
2007,1152,7,585,50,1,202,403,53,128,176,85,147,116,104,63,32,145
2007,1153,11,781,130,2,276,645,58,171,248,147,287,161,140,85,34,186
2007,1154,4,253,14,2,86,193,19,62,89,35,104,37,51,24,3,62
2007,1155,21,1618,320,1,622,1288,154,220,371,298,478,351,279,212,114,339
2007,1156,7,479,53,0,151,381,52,125,160,79,176,78,77,39,30,128
2007,1157,11,890,120,2,313,674,90,174,242,153,255,204,159,97,30,194
2007,1158,22,1588,237,3,577,1216,168,266,395,239,575,317,311,150,84,306
2007,1159,9,577,57,1,194,442,49,140,193,90,216,96,139,57,28,151
2007,1160,7,558,51,0,183,412,46,146,209,101,180,105,104,56,31,151
2007,1161,15,1152,144,0,394,758,93,271,383,159,394,235,266,113,78,300
2007,1162,15,1116,179,0,387,749,123,219,277,140,373,238,199,71,22,255
2007,1163,17,1312,381,1,454,966,85,319,485,265,498,249,255,133,180,264
2007,1164,12,810,100,0,283,654,62,182,271,142,262,133,167,86,22,223
2007,1165,15,1004,130,0,338,699,101,227,298,128,366,196,223,93,49,249
2007,1166,22,1571,291,0,515,1079,153,388,510,223,519,331,290,141,66,344
2007,1168,18,1515,213,3,559,1172,173,224,366,258,455,339,260,130,43,344
2007,1169,12,977,110,0,335,690,69,238,320,170,297,187,237,122,33,301
2007,1170,8,694,92,1,236,512,68,154,230,82,191,135,110,117,39,181
2007,1171,9,565,63,1,202,444,42,119,168,78,209,113,123,62,28,178
2007,1172,27,2216,401,0,761,1662,258,436,585,347,741,429,379,211,71,464
2007,1173,19,1325,184,2,458,985,120,289,402,208,452,240,261,87,67,346
2007,1174,5,356,48,0,119,238,51,67,92,36,104,78,56,25,13,80
2007,1175,20,1285,188,1,448,947,131,258,348,209,369,249,237,120,53,314
2007,1176,4,315,29,0,101,215,35,78,109,34,113,59,61,25,9,70
2007,1177,17,1249,252,0,460,960,121,208,313,180,448,268,195,128,88,260
2007,1178,11,778,122,2,278,588,72,150,216,130,263,162,136,72,23,180
2007,1179,16,1253,142,1,436,916,93,288,409,217,389,255,213,137,45,269
2007,1180,22,1535,252,1,513,1086,125,384,548,225,543,272,307,173,116,383
2007,1181,22,1559,350,0,540,1111,134,345,501,245,547,319,333,184,109,366
2007,1182,10,905,58,1,316,660,95,178,223,132,206,185,143,92,38,212
2007,1183,9,644,74,0,219,463,45,161,210,98,235,131,132,60,21,172
2007,1184,19,1318,192,3,464,947,165,225,317,147,415,294,245,148,49,257
2007,1185,13,883,89,1,286,645,113,198,289,139,311,163,224,91,29,240
2007,1186,12,1045,136,0,364,691,81,236,311,135,307,247,181,88,41,210
2007,1187,3,237,28,0,84,176,25,44,66,37,78,49,45,17,13,61
2007,1189,5,364,36,0,128,262,26,82,118,48,132,60,72,31,15,88
2007,1190,22,1681,271,4,609,1303,141,322,435,261,566,361,347,216,120,424
2007,1191,14,986,182,0,319,652,99,249,342,114,327,225,171,74,32,229
2007,1192,13,1024,59,3,351,753,98,224,312,147,309,185,164,77,45,227
2007,1193,13,871,87,3,278,653,90,225,305,150,242,183,171,115,49,224
2007,1194,15,1193,132,1,442,829,86,223,324,134,401,264,202,102,31,274
2007,1196,29,2349,643,0,848,1580,211,442,650,318,794,485,386,207,150,433
2007,1197,18,1309,168,2,442,921,104,321,486,229,451,245,298,123,28,314
2007,1198,10,690,49,0,240,563,64,146,214,128,250,115,137,81,30,189
2007,1199,20,1589,303,1,577,1131,139,296,385,214,430,261,286,164,69,330
2007,1200,18,1268,167,1,439,933,122,268,403,204,388,275,237,139,81,332
2007,1201,22,1650,269,2,550,1244,215,335,497,205,657,345,297,129,156,364
2007,1202,13,938,113,1,326,674,96,190,255,120,310,196,199,93,26,233
2007,1203,23,1699,322,0,618,1272,119,344,485,274,546,357,322,236,113,402
2007,1204,13,943,162,0,358,764,59,168,261,175,338,196,193,101,50,236
2007,1205,8,562,101,1,189,419,78,106,174,96,194,120,104,67,34,149
2007,1206,18,1227,271,0,454,925,122,197,303,178,433,279,214,116,49,247
2007,1207,26,1848,423,0,657,1262,175,359,494,283,604,390,341,135,130,421
2007,1208,17,1421,322,1,538,1059,157,188,294,242,451,303,262,165,91,260
2007,1209,11,781,94,3,259,578,62,201,304,110,315,117,151,81,37,173
2007,1210,20,1650,396,0,602,1185,139,307,442,269,487,356,305,221,77,382
2007,1211,23,1889,388,3,664,1326,158,403,539,247,661,351,306,157,82,410
2007,1212,10,750,91,0,269,583,49,163,248,126,269,131,157,74,27,206
2007,1214,15,1088,147,2,367,789,96,258,386,204,354,203,285,136,46,316
2007,1216,13,811,86,3,255,607,84,217,317,115,286,152,163,119,16,220
2007,1217,12,929,73,2,305,646,63,256,333,133,268,146,183,86,39,189
2007,1218,18,1401,263,0,496,1001,100,309,422,211,509,331,328,125,99,326
2007,1219,18,1401,211,1,499,1043,106,297,421,210,461,307,280,130,61,337
2007,1220,21,1523,182,3,515,1113,164,329,450,221,489,256,242,122,51,359
2007,1221,25,1674,294,4,567,1242,151,389,529,285,551,367,375,242,97,433
2007,1222,18,1394,238,2,453,1105,192,296,411,229,420,226,205,158,64,360
2007,1224,9,704,40,0,238,481,75,153,222,87,202,125,150,49,24,156
2007,1225,4,272,15,0,94,229,30,54,74,46,98,44,53,22,10,72
2007,1226,12,876,165,0,296,578,90,194,268,120,330,170,167,67,35,172
2007,1227,13,976,141,1,333,749,103,207,259,152,337,207,156,90,81,218
2007,1228,23,1568,355,1,552,1202,176,288,472,293,539,352,312,139,72,355
2007,1229,14,1022,194,1,351,730,108,212,305,158,340,228,215,101,52,224
2007,1231,20,1547,324,0,544,1127,177,282,401,245,443,299,237,136,103,386
2007,1232,12,840,92,1,269,622,99,203,282,125,295,137,142,65,19,216
2007,1233,2,121,14,0,42,94,4,33,48,23,47,14,29,9,9,35
2007,1234,17,1277,258,0,426,919,118,307,397,189,423,286,219,126,69,295
2007,1235,14,932,129,0,323,741,84,202,283,177,341,173,197,72,50,200
2007,1236,9,699,93,5,242,499,74,141,206,67,233,147,127,65,29,157
2007,1237,13,961,165,1,310,672,99,242,331,152,325,163,178,84,39,220
2007,1238,20,1480,157,0,525,1181,128,302,435,274,470,292,288,162,60,402
2007,1239,13,1019,114,1,352,765,80,235,307,184,303,196,210,118,46,256
2007,1240,8,569,40,0,202,439,48,117,158,90,200,115,103,51,23,143
2007,1241,7,499,44,0,167,352,34,131,188,81,171,95,111,43,18,132
2007,1242,30,2409,614,3,886,1779,185,452,672,387,843,517,413,277,202,558
2007,1243,22,1649,338,0,554,1219,141,400,565,291,545,369,302,130,94,392
2007,1244,12,875,142,1,319,706,78,159,247,171,249,185,150,129,37,208
2007,1245,20,1418,268,1,516,1076,119,267,406,203,463,311,266,180,69,339
2007,1246,21,1597,280,0,573,1159,154,297,425,222,570,351,293,126,112,294
2007,1247,10,784,124,0,269,538,49,197,277,145,264,156,164,71,30,179
2007,1248,7,504,48,2,160,338,71,113,153,47,160,108,111,61,17,123
2007,1249,13,1042,128,1,353,729,114,222,327,159,345,250,208,79,40,236
2007,1250,10,663,68,1,208,472,57,190,267,92,253,126,136,50,23,179
2007,1251,11,946,143,0,352,646,53,189,265,130,326,205,178,78,32,218
2007,1252,16,1115,182,0,383,868,126,223,325,167,388,239,198,133,46,271
2007,1253,23,1935,299,0,674,1400,202,385,526,282,558,350,291,172,66,360
2007,1254,9,669,63,2,214,491,70,171,248,108,228,110,136,56,16,159
2007,1255,7,526,34,2,189,415,37,111,149,65,180,96,86,49,31,112
2007,1256,10,749,105,1,282,609,53,132,209,145,258,141,138,81,41,221
2007,1257,22,1660,330,2,577,1259,173,333,488,289,529,359,295,184,93,445
2007,1258,11,795,51,4,286,630,54,169,249,111,248,202,161,88,24,199
2007,1259,18,1378,158,2,479,960,149,271,389,183,446,285,257,117,70,346
2007,1260,19,1362,201,0,464,957,107,327,446,213,452,235,240,101,69,317
2007,1261,17,1231,294,1,439,900,100,253,353,196,480,251,240,118,86,237
2007,1263,10,690,76,0,241,502,76,132,200,95,239,125,145,71,38,160
2007,1264,13,910,65,1,312,681,54,232,328,140,298,162,174,105,56,292
2007,1265,24,1866,286,4,653,1368,224,336,491,274,638,382,305,129,56,404
2007,1266,23,1739,320,2,600,1285,159,380,565,310,540,347,331,208,77,447
2007,1267,13,860,62,1,292,690,72,204,329,162,334,166,200,89,62,231
2007,1268,24,1989,445,0,721,1422,139,408,567,299,660,457,380,183,172,408
2007,1269,23,1796,356,0,646,1313,131,373,612,323,640,385,375,165,189,477
2007,1270,13,865,83,2,304,726,55,202,298,181,345,159,213,108,78,240
2007,1271,3,201,34,0,77,163,15,32,45,21,74,32,30,19,5,41
2007,1272,30,2412,602,1,851,1811,230,480,786,445,758,456,408,304,184,573
2007,1273,11,903,107,1,317,657,69,200,286,141,338,174,199,89,65,185
2007,1274,12,949,187,0,344,726,85,176,259,190,307,178,161,89,51,216
2007,1275,18,1187,189,2,432,870,102,221,296,132,437,260,217,117,74,307
2007,1276,21,1436,307,0,506,1070,116,308,435,254,528,329,305,125,139,344
2007,1277,22,1550,378,0,535,1071,133,347,479,258,550,393,327,122,112,378
2007,1278,9,605,88,0,225,455,61,94,144,79,231,145,137,46,74,130
2007,1279,20,1584,273,0,576,1214,142,290,399,257,478,312,231,147,76,330
2007,1280,18,1469,320,1,514,1041,147,294,453,228,515,275,266,125,129,288
2007,1281,18,1459,285,0,532,1104,158,237,344,222,457,312,275,192,67,327
2007,1282,11,909,114,3,311,631,103,184,254,118,257,161,141,73,34,189
2007,1283,21,1677,341,1,578,1135,174,347,486,204,553,383,271,155,65,366
2007,1284,12,813,107,1,290,593,78,155,238,95,280,187,163,91,87,175
2007,1285,15,1138,148,3,386,814,130,236,340,174,355,237,194,92,52,271
2007,1286,9,659,90,0,221,502,81,136,194,112,226,133,130,60,41,191
2007,1287,10,698,88,0,258,526,66,116,186,100,231,171,134,64,21,205
2007,1288,13,940,137,2,347,675,62,184,298,168,322,187,200,73,46,271
2007,1290,18,1173,182,2,400,931,101,272,407,211,469,224,268,111,93,291
2007,1291,11,839,107,6,302,632,51,184,265,129,269,143,154,87,33,236
2007,1292,14,941,131,1,347,698,62,185,254,123,365,187,187,49,41,277
2007,1293,14,980,114,2,336,731,96,212,310,148,344,198,210,110,41,275
2007,1294,3,246,20,0,83,148,25,55,77,23,81,48,52,8,10,69
2007,1295,16,1250,274,0,453,857,75,269,380,193,399,249,242,133,84,260
2007,1296,6,472,54,1,163,297,38,108,148,58,133,102,100,45,22,115
2007,1298,12,859,129,4,270,583,118,201,266,79,287,182,190,93,25,255
2007,1299,13,1047,123,3,339,707,103,266,396,130,317,171,224,111,27,248
2007,1301,18,1411,205,2,493,917,110,315,435,138,467,295,252,108,61,272
2007,1304,15,1129,225,1,369,729,119,272,361,120,357,250,216,116,43,232
2007,1305,27,2132,343,1,768,1548,205,391,513,301,726,466,335,147,114,445
2007,1306,10,674,77,0,211,450,89,163,231,82,236,126,132,47,23,175
2007,1307,14,1180,210,1,399,815,138,244,354,158,380,246,176,89,38,235
2007,1308,24,1927,224,0,647,1307,133,500,749,328,599,320,407,170,62,479
2007,1309,13,1030,104,2,369,761,106,186,256,134,279,166,125,96,44,246
2007,1310,22,1772,205,1,581,1294,191,419,561,308,546,317,298,142,35,357
2007,1311,7,563,54,2,200,412,66,97,137,64,180,124,96,44,8,113
2007,1312,5,323,25,0,115,266,24,69,100,45,137,64,79,35,14,89
2007,1313,11,775,82,0,284,565,48,159,251,127,274,137,183,69,52,190
2007,1314,28,2448,645,0,897,1730,165,489,673,368,795,544,399,239,135,456
2007,1316,1,73,9,0,23,51,3,24,35,13,31,9,11,5,2,12
2007,1317,20,1571,194,2,547,1141,133,344,522,253,530,267,313,129,95,416
2007,1318,13,913,151,0,311,676,96,195,271,108,318,197,128,74,62,187
2007,1319,16,1424,185,3,473,916,132,346,454,162,441,299,254,87,38,361
2007,1320,17,1205,175,0,395,831,114,301,420,155,455,231,201,71,59,267
2007,1321,11,694,132,1,250,501,76,118,165,81,225,190,126,98,37,147
2007,1322,16,1315,159,1,448,972,98,321,446,209,363,290,235,182,61,330
2007,1323,24,2045,473,0,673,1398,219,480,634,290,658,446,314,205,91,441
2007,1324,18,1343,187,1,438,935,126,341,436,233,420,267,252,109,18,299
2007,1325,18,1397,200,2,462,953,117,356,488,202,451,266,252,146,36,267
2007,1326,30,2212,483,0,787,1650,214,424,605,337,751,472,345,205,181,390
2007,1328,15,1114,352,0,401,815,94,218,310,178,401,230,190,121,73,228
2007,1329,21,1673,267,8,580,1191,133,380,515,252,503,329,331,191,79,387
2007,1330,24,1722,335,1,584,1282,169,385,526,287,626,381,301,189,96,425
2007,1331,22,1650,274,0,549,1100,139,413,579,228,552,318,322,139,107,367
2007,1332,26,2033,398,2,688,1491,248,409,548,318,614,387,339,197,59,400
2007,1333,10,732,132,0,258,552,52,164,246,116,231,150,133,90,36,167
2007,1334,11,814,108,0,272,532,66,204,282,102,264,174,150,60,18,170
2007,1335,21,1582,304,0,570,1149,124,318,459,223,484,361,264,192,65,359
2007,1336,11,823,147,1,280,592,77,186,265,134,286,202,155,68,21,161
2007,1337,8,676,61,1,232,485,88,124,174,81,175,127,128,78,30,153
2007,1338,27,1962,367,0,725,1459,169,343,511,305,661,498,308,147,94,400
2007,1339,8,547,66,0,193,407,32,129,180,97,215,108,143,47,30,129
2007,1340,17,1370,212,0,473,951,122,302,472,226,389,290,258,124,84,340
2007,1341,6,375,27,0,136,357,20,83,132,87,141,56,84,65,16,125
2007,1343,11,624,100,2,199,449,95,131,192,67,222,140,159,93,20,182
2007,1344,18,1487,274,0,547,1061,121,272,378,259,464,334,285,139,95,287
2007,1345,21,1578,369,0,552,1114,155,319,466,225,491,318,293,182,57,387
2007,1346,13,973,80,2,353,719,86,181,271,137,321,217,200,113,41,253
2007,1347,6,486,71,0,172,359,28,114,181,84,171,78,90,58,20,113
2007,1348,17,1355,155,1,474,937,145,262,372,209,398,270,238,98,54,252
2007,1349,14,1011,117,1,327,702,99,258,353,131,347,197,217,94,48,248
2007,1350,8,560,56,1,196,371,74,94,144,43,164,127,92,43,22,163
2007,1351,16,1190,115,1,408,875,133,241,339,164,419,251,233,90,73,250
2007,1352,16,1231,156,1,444,895,118,225,298,167,370,270,225,123,49,296
2007,1353,9,592,63,2,194,431,59,145,222,99,208,104,125,45,51,154
2007,1354,13,929,97,3,311,677,62,245,338,161,327,144,213,87,31,286
2007,1355,6,448,53,1,152,306,37,107,153,61,150,87,81,49,5,90
2007,1356,26,1689,228,0,565,1228,161,398,568,252,530,309,348,170,93,511
2007,1357,18,1507,214,0,540,1043,128,299,407,169,433,274,273,175,68,347
2007,1358,18,1433,241,0,483,1008,169,298,424,217,432,345,274,149,62,373
2007,1359,15,961,128,1,321,639,118,201,270,91,321,217,163,81,26,194
2007,1360,15,1189,115,0,412,872,119,246,341,191,351,249,227,103,54,273
2007,1361,19,1478,210,1,554,1126,106,264,352,207,468,316,277,169,85,268
2007,1362,12,953,107,3,342,667,84,185,250,113,291,184,202,105,49,216
2007,1363,5,327,31,0,123,282,30,51,85,53,126,65,56,32,15,72
2007,1364,17,1252,191,2,431,879,108,282,381,157,444,254,239,100,58,277
2007,1365,20,1415,275,1,521,1058,133,240,362,228,499,312,289,110,64,351
2007,1366,8,498,29,0,169,372,48,112,162,68,189,100,158,73,33,152
2007,1368,14,974,96,1,350,760,107,167,240,136,305,201,169,92,60,236
2007,1369,10,800,71,0,270,556,106,154,229,112,224,185,159,92,51,191
2007,1371,12,980,181,1,342,751,80,216,284,168,266,172,134,134,46,233
2007,1372,12,862,142,2,301,625,72,188,273,130,275,164,158,84,26,215
2007,1373,20,1544,253,2,559,1129,123,303,442,225,513,323,265,150,56,310
2007,1374,12,803,149,1,272,588,90,169,247,145,314,172,206,87,55,191
2007,1375,18,1334,206,2,459,981,154,262,380,176,455,249,204,126,41,302
2007,1376,14,976,134,1,345,744,108,178,261,149,331,166,161,66,82,194
2007,1378,12,892,211,2,291,611,67,243,345,134,350,205,192,83,74,210
2007,1379,16,1152,186,1,387,866,84,294,443,208,426,176,220,100,41,311
2007,1380,10,662,104,1,230,544,56,146,221,124,272,105,157,82,45,176
2007,1381,14,1020,148,1,369,709,81,201,284,141,296,201,191,76,46,240
2007,1382,7,516,47,1,165,362,51,135,188,75,185,100,116,31,28,105
2007,1383,9,647,66,3,231,492,41,144,206,132,207,116,153,75,23,158
2007,1384,7,499,75,0,166,352,47,120,163,74,175,103,108,41,23,123
2007,1385,16,1097,196,1,361,830,122,253,358,174,424,225,212,91,63,273
2007,1386,17,1224,205,0,416,825,107,285,379,180,393,246,240,91,66,269
2007,1387,19,1347,163,1,472,991,120,283,388,157,525,283,237,101,97,300
2007,1388,14,1095,219,1,369,760,83,274,395,172,372,190,191,90,83,254
2007,1389,5,321,49,0,104,256,33,80,119,77,126,61,87,37,19,92
2007,1390,18,1342,226,1,483,986,104,272,388,201,495,298,257,95,110,303
2007,1391,9,629,64,1,191,425,65,182,248,73,204,106,142,65,28,184
2007,1392,9,583,108,1,205,477,31,142,212,102,221,84,113,73,17,173
2007,1393,22,1702,304,0,558,1212,178,408,584,261,622,363,330,195,167,363
2007,1394,24,1956,341,0,680,1240,143,453,626,260,559,446,375,189,71,445
2007,1395,13,888,131,2,294,660,84,216,364,154,335,175,223,95,53,258
2007,1396,12,1015,198,0,350,683,117,198,268,118,316,208,148,89,41,194
2007,1397,22,1856,274,2,636,1368,198,386,567,308,498,376,329,233,76,436
2007,1398,11,702,77,1,235,561,75,157,244,137,279,138,151,62,42,205
2007,1399,18,1387,179,1,455,960,109,368,527,221,486,257,290,135,69,349
2007,1400,24,1974,393,3,667,1448,212,428,597,342,633,342,297,202,126,383
2007,1401,25,1957,553,0,687,1350,171,412,563,247,670,484,298,176,89,478
2007,1402,6,483,49,0,152,356,42,137,191,82,145,85,109,59,12,162
2007,1403,21,1613,241,0,549,1115,132,383,523,183,464,303,249,139,45,363
2007,1404,7,492,62,0,161,350,44,126,187,93,181,103,100,42,16,105
2007,1405,19,1348,162,2,469,1024,117,293,438,201,370,239,252,196,45,338
2007,1406,15,1106,198,0,383,768,101,239,312,130,357,254,182,120,67,244
2007,1407,12,953,70,2,331,707,118,173,234,133,281,166,140,100,37,157
2007,1408,15,1147,159,0,386,792,78,297,436,158,409,249,211,115,105,306
2007,1409,18,1312,219,2,420,951,126,346,465,226,499,259,289,106,99,362
2007,1410,10,682,97,0,202,448,71,207,277,98,224,153,156,60,15,171
2007,1411,11,807,62,2,280,586,35,212,337,132,300,130,190,86,31,214
2007,1412,15,1098,177,4,374,814,129,221,359,164,378,206,202,112,66,236
2007,1413,5,355,28,2,114,264,34,93,113,37,115,59,73,28,17,113
2007,1414,15,1029,186,1,349,740,80,251,350,133,471,188,245,77,79,250
2007,1415,5,377,44,0,134,291,29,80,111,53,123,54,70,43,6,100
2007,1416,20,1486,267,1,499,1009,156,332,461,212,477,325,306,141,73,371
2007,1417,25,1840,373,0,685,1370,170,300,458,261,558,380,303,182,88,379
2007,1418,8,569,57,0,206,467,45,112,152,107,199,114,98,46,20,122
2007,1419,15,1153,149,2,392,857,132,237,324,173,374,203,208,105,25,227
2007,1420,12,837,113,0,303,604,76,155,207,108,281,167,154,68,42,173
2007,1421,8,599,83,0,221,443,44,113,171,93,218,129,120,55,43,133
2007,1422,16,1174,169,2,372,840,119,311,470,199,390,206,219,131,70,264
2007,1423,7,501,68,0,187,381,49,78,110,70,167,115,94,46,15,132
2007,1424,27,2084,343,3,731,1592,221,401,558,314,616,427,299,235,168,483
2007,1425,23,1732,321,3,611,1208,137,373,531,212,596,318,334,126,104,386
2007,1426,11,862,89,0,306,610,61,189,268,134,287,162,192,76,33,188
2007,1427,4,238,31,0,86,187,20,46,68,32,99,49,69,21,15,72
2007,1428,11,853,111,2,287,530,87,192,254,91,250,178,157,62,22,210
2007,1429,22,1596,212,1,566,1131,135,329,426,213,494,330,300,145,53,342
2007,1430,20,1500,332,0,513,1045,148,326,439,171,463,311,216,152,91,361
2007,1431,14,1132,267,0,389,849,103,251,381,188,395,246,219,137,47,296
2007,1433,27,2077,374,2,707,1499,187,476,650,335,578,389,303,211,81,463
2007,1434,15,1065,185,2,359,750,120,227,299,125,415,226,224,84,51,282
2007,1435,19,1516,251,2,527,1080,186,276,378,189,457,342,231,139,59,302
2007,1436,25,1845,252,2,648,1351,142,407,612,371,658,351,381,132,98,447
2007,1437,21,1609,302,0,511,1166,163,424,528,285,509,281,291,175,71,406
2007,1438,19,1571,267,1,517,1139,169,368,492,272,516,280,259,96,65,353
2007,1439,20,1540,312,3,550,1130,113,327,488,226,496,294,209,183,112,366
2007,1440,10,994,116,0,357,781,120,160,235,151,230,214,160,155,37,203
2007,1441,9,647,78,1,220,483,64,143,204,98,219,125,129,76,18,172
2007,1442,5,309,27,1,109,258,21,70,99,55,105,59,65,42,4,90
2007,1443,21,1702,272,1,599,1201,171,333,463,261,474,299,306,150,53,415
2007,1444,15,1144,154,1,357,762,109,321,429,145,351,184,194,103,28,290
2007,1445,2,137,18,0,42,107,24,29,42,18,39,28,24,16,5,36
2007,1447,10,778,100,0,265,557,77,171,257,126,269,147,135,76,35,178
2007,1448,15,1235,160,3,402,793,113,318,496,173,393,225,240,98,55,293
2007,1449,19,1549,272,0,551,1139,114,333,456,276,493,301,304,122,66,349
2007,1450,25,1715,282,3,616,1284,144,339,473,191,576,361,259,168,113,406
2007,1451,17,1282,159,0,430,863,91,331,475,173,444,240,249,118,52,311
2007,1452,21,1581,367,0,553,1152,226,249,355,215,450,385,243,189,73,291
2007,1453,16,1197,218,0,396,850,118,287,375,165,405,214,176,96,55,241
2007,1454,9,627,61,2,217,530,66,127,180,133,211,109,123,59,25,157
2007,1455,16,1173,208,0,411,817,118,233,330,153,397,266,201,108,41,275
2007,1456,15,995,148,1,342,735,106,205,305,154,360,204,217,88,38,230
2007,1457,24,1819,356,0,654,1339,186,325,518,289,635,399,316,181,95,406
2007,1458,29,2101,471,1,717,1505,173,494,725,331,700,398,325,167,95,423
2007,1459,7,527,39,1,181,378,67,98,133,55,144,93,72,37,26,108
2007,1460,23,1544,243,1,552,1181,139,301,382,212,537,310,268,130,34,372
2007,1461,16,1263,142,2,419,871,94,331,448,165,416,202,221,88,64,327
2007,1462,24,1897,425,0,605,1198,197,490,660,235,566,380,310,143,81,411
2007,1463,13,913,140,0,314,635,77,208,299,130,312,177,178,90,37,217
2007,1464,12,901,118,0,320,649,80,181,261,130,312,171,158,60,33,197
2008,1102,14,886,169,2,285,587,114,202,286,69,315,197,172,90,28,231
2008,1103,23,1707,325,0,577,1216,208,345,486,229,489,328,275,159,68,429
2008,1104,17,1383,208,2,504,1038,135,240,389,242,463,293,218,127,83,272
2008,1105,11,786,133,0,244,616,70,228,316,139,287,113,169,95,77,205
2008,1106,17,1267,255,0,459,947,111,238,354,198,469,265,211,90,66,314
2008,1107,15,1087,192,2,362,780,94,269,368,184,405,202,212,92,49,300
2008,1108,6,428,36,3,149,342,32,98,130,63,137,55,90,40,4,123
2008,1110,21,1420,220,0,447,971,162,364,479,184,488,257,271,110,55,342
2008,1111,17,1297,184,1,448,889,142,259,355,169,444,269,254,117,89,272
2008,1112,18,1395,263,1,474,924,134,313,412,150,453,306,210,101,74,278
2008,1113,19,1427,311,5,484,943,139,320,429,167,456,312,231,139,68,289
2008,1114,18,1250,168,0,418,902,97,317,471,199,443,264,271,120,61,348
2008,1115,11,747,105,0,267,585,68,145,214,125,292,140,160,58,69,185
2008,1116,22,1717,323,1,612,1263,144,349,505,285,563,352,340,159,123,395
2008,1117,8,590,70,0,201,418,63,125,171,69,176,104,106,62,21,129
2008,1119,14,879,87,2,322,696,69,166,249,135,328,207,239,129,32,242
2008,1120,14,1071,162,0,397,767,101,176,276,134,355,249,202,140,37,212
2008,1122,24,1851,240,2,613,1309,203,422,586,241,537,367,285,244,60,397
2008,1123,6,419,44,0,135,298,23,126,185,65,139,73,73,43,11,97
2008,1124,20,1655,259,5,560,1197,177,358,488,223,543,260,259,161,81,383
2008,1125,24,1974,257,2,672,1469,255,375,524,311,601,413,338,206,37,426
2008,1126,9,536,60,1,189,412,37,121,167,90,199,96,138,67,18,141
2008,1127,14,954,155,0,343,715,72,196,256,143,325,170,189,101,43,240
2008,1129,24,1997,248,6,708,1394,198,383,567,256,654,439,376,153,55,418
2008,1130,14,1062,180,0,366,763,87,243,342,168,354,234,210,100,98,190
2008,1131,14,994,154,1,341,775,126,186,268,146,333,220,177,113,45,270
2008,1132,13,907,108,0,321,677,72,193,272,137,331,192,160,77,72,221
2008,1133,17,1290,195,1,428,915,173,261,352,179,416,296,251,148,46,303
2008,1135,19,1383,237,2,446,853,142,349,455,115,449,283,246,147,55,288
2008,1137,12,886,68,5,290,610,95,211,300,105,299,182,183,81,45,240
2008,1138,9,718,136,0,256,537,61,145,205,127,215,137,137,86,28,174
2008,1139,29,2029,351,2,669,1458,276,415,560,250,609,386,293,182,73,494
2008,1140,27,2095,457,1,729,1537,224,413,620,286,801,503,368,176,115,457
2008,1141,13,993,89,3,327,679,90,249,361,133,289,131,220,113,50,296
2008,1142,11,783,92,1,268,598,76,171,241,115,254,141,134,89,41,178
2008,1143,16,1307,199,0,449,928,116,293,389,201,426,265,212,69,51,251
2008,1144,9,706,86,1,220,446,61,205,280,101,244,144,176,77,28,174
2008,1145,6,455,82,0,162,333,55,76,106,67,143,101,82,43,27,120
2008,1146,10,722,75,3,239,565,72,172,246,117,294,108,143,68,63,180
2008,1147,9,710,72,0,234,488,74,168,228,91,209,138,143,73,31,196
2008,1148,14,1083,193,2,401,801,109,172,235,182,364,239,200,79,55,200
2008,1149,6,475,48,0,164,358,54,93,135,79,166,92,85,38,23,113
2008,1150,20,1488,173,0,483,1119,168,354,517,250,507,272,302,157,73,385
2008,1151,16,1265,168,0,423,866,120,299,448,189,478,259,258,86,51,269
2008,1152,8,660,92,0,236,476,67,121,173,79,213,136,118,77,41,152
2008,1153,13,843,100,1,295,677,82,171,259,141,348,171,170,63,41,238
2008,1154,2,133,9,0,46,96,21,20,25,12,49,32,27,8,4,27
2008,1155,23,1836,370,3,677,1448,198,284,438,355,514,374,323,234,127,401
2008,1156,19,1341,177,1,467,995,95,312,438,197,458,256,260,133,62,355
2008,1157,10,713,50,1,240,533,67,166,225,91,271,143,137,64,18,156
2008,1158,16,1225,179,0,441,883,132,211,311,154,444,222,230,99,72,218
2008,1159,18,1238,160,0,423,887,106,286,417,176,451,220,292,122,66,302
2008,1160,11,769,156,2,272,536,70,155,226,96,267,171,149,79,55,171
2008,1161,6,405,67,0,145,289,26,89,123,47,166,79,85,24,22,108
2008,1162,13,877,146,0,293,623,85,206,281,105,338,189,178,61,24,257
2008,1163,24,1921,343,1,654,1356,125,488,685,326,709,379,321,139,225,344
2008,1164,14,985,114,3,333,769,68,251,343,167,314,155,188,126,32,287
